sub,story,segment,segment_count,segment_num,base_segment,segment_count_demean,segment_num_demean,segment_pair,condition,cond_direction,cond_amount,e_cond,n_hits
0612-2,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0614-1,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p0,f,p0/r0,e_gap,0.0
0614-1,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0615-2,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p0,f,p0/r0,e_gap,0.0
0615-2,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0615-3,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p0,f,p0/r0,e_gap,0.0
0615-3,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0619-2,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p0,f,p0/r0,e_gap,0.0
0619-2,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0629-1,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p0,f,p0/r0,e_gap,0.0
0629-1,3,3_04,3.0,4,3_03,-3.5,-3,3_03-04,p,f,p/r,e_gap,0.0
0522-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0522-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0522-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0522-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0523-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0523-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0523-4,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0523-4,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0524-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0524-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0525-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.5
0525-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0526-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0526-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0526-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0526-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0527-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0527-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0528-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0528-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0528-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.5
0528-3,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0612-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0612-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0613-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0613-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0615-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0615-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0616-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0616-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0619-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0619-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0706-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0706-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0707-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0707-1,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,1.5
0707-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r0,b,p0/r0,e_gap,0.0
0707-2,3,3_05,8.0,5,3_06,1.5,-2,3_05-06,r,b,p/r,e_gap,0.0
0522-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0522-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0523-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0523-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0523-3,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0523-3,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0523-5,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0523-5,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0524-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0524-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0525-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0525-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0526-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0526-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0527-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0527-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0528-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0528-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0608-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0608-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0608-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0608-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0611-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0611-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0612-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0612-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0614-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0614-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0615-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0615-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0615-3,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0615-3,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0619-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0619-2,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0629-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p0,f,p0/r0,e_gap,0.0
0629-1,3,3_05,4.0,5,3_04,-2.5,-2,3_04-05,p,f,p/r,e_gap,0.0
0522-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0522-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0522-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0522-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0523-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0523-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0523-4,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0523-4,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0524-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0524-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0525-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0525-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0526-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0526-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0526-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0526-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0527-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0527-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0528-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0528-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0528-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0528-3,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0612-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0612-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0613-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0613-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0615-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0615-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0616-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0616-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0619-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0619-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0706-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0707-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0707-1,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0707-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r0,b,p0/r0,e_gap,0.0
0707-2,3,3_06,7.0,6,3_07,0.5,-1,3_06-07,r,b,p/r,e_gap,0.0
0522-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0522-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0523-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0523-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0523-3,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0523-3,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0523-5,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0523-5,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0524-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0524-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0525-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,1.5
0525-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,1.5
0526-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,1.5
0526-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0527-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0527-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0528-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0528-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0608-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0608-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0608-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0608-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0611-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,1.5
0611-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,1.5
0612-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0612-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0614-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0614-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0615-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,1.5
0615-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,1.5
0615-3,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0615-3,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0619-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0619-2,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0629-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p0,f,p0/r0,e_gap,0.0
0629-1,3,3_06,5.0,6,3_05,-1.5,-1,3_05-06,p,f,p/r,e_gap,0.0
0522-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0522-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0522-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0522-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0523-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0523-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0523-4,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0523-4,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0524-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0524-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0525-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0525-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0526-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0526-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0526-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0526-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0527-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0527-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0528-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0528-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0528-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0528-3,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0612-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0612-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0613-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0613-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0615-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0615-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0616-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0616-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0619-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0619-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0706-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0706-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0707-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0707-1,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0707-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r0,b,p0/r0,e_gap,0.0
0707-2,3,3_07,6.0,7,3_08,-0.5,0,3_07-08,r,b,p/r,e_gap,0.0
0522-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0522-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0523-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0523-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0523-3,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0523-3,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0523-5,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0523-5,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0524-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0524-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0525-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0525-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0526-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0526-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0527-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0527-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0528-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0528-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0608-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0608-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0608-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0608-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0611-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0611-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0612-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0612-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0614-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0614-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0615-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0615-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0615-3,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0615-3,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0619-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0619-2,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0629-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p0,f,p0/r0,e_gap,0.0
0629-1,3,3_07,6.0,7,3_06,-0.5,0,3_06-07,p,f,p/r,e_gap,0.0
0522-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0522-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0522-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0522-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0523-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0523-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0523-4,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0523-4,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0524-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0524-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0525-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0525-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0526-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0526-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0526-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0526-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0527-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0527-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0528-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0528-2,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0528-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0528-3,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0612-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0612-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0613-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0613-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0615-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0615-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0616-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
0616-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r,b,p/r,e_gap,0.0
0619-1,3,3_08,5.0,8,3_09,-1.5,1,3_08-09,r0,b,p0/r0,e_gap,0.0
